#Claim Number,Claim Occurrence 1,Claim Occurrence 2,Borough,Date Occurred,Date Claimed,Amount,name,longitude,latitude
2013PI009046,330 HINSDALE ST,,BROOKLYN,3/9/2013,,,2013PI009046,-73.899735,40.666313
2013PI009115,900 NEW LOTS AV,,BROOKLYN,1/28/2013,,,2013PI009115,-73.877765,40.668235
2013PI009144,1806 OCEAN AV,,BROOKLYN,3/17/2013,3/24/2014,6000,2013PI009144,-73.95525,40.61782
2013PI006953,800 E GUN HILL RD,,BRONX,1/17/2013,3/10/2014,3000,2013PI006953,-73.861651,40.875178
2013PI009316,1557 WHITE PLAINS RD,,BRONX,3/21/2013,,,2013PI009316,-73.864154,40.839522
2013PI009447,E 179 ST,CLINTON AV,BRONX,1/8/2013,,,2013PI009447,-73.888924,40.84629
2013PI009781,156TH STREET,JACKSON AVENUE,BRONX,2/23/2013,,,2013PI009781,-73.906999,40.818348
2013PI009874,1285 WASHINGTON AV,,BRONX,1/18/2013,,,2013PI009874,-73.906675,40.832823
2013PI009893,3488 FISH AV,,BRONX,1/15/2013,,,2013PI009893,-73.850061,40.877151
2013PI009897,1512 LELAND AV,,BRONX,2/21/2013,4/3/2014,15000,2013PI009897,-73.864283,40.838207
2013PI010052,105-31 191 ST,,QUEENS,1/16/2013,,,2013PI010052,-73.765565,40.70486
2013PI010945,ROCKAWAY BL,146 ST,QUEENS,3/27/2013,,,2013PI010945,-73.791498,40.673485
2013PI011100,18-14 PALMETTO ST,,QUEENS,3/26/2013,,,2013PI011100,-73.907127,40.703011
2013PI012282,187 E 111 ST,,MANHATTAN,2/10/2013,,,2013PI012282,-73.942888,40.795005
2013PI012311,1650 PACIFIC ST,,BROOKLYN,5/4/2013,,,2013PI012311,-73.93447,40.67654
2013PI007392,100 ST,1 AV,MANHATTAN,1/7/2013,10/16/2013,7500,2013PI007392,-73.942849,40.785813
2013PI007867,3552 BROADWAY,,MANHATTAN,1/10/2013,9/16/2013,20000,2013PI007867,-73.949737,40.826724
2013PI009270,557 GRAND CO,,BRONX,3/9/2013,,,2013PI009270,-73.9274,40.819043
2013PI009528,592 8 AV,,MANHATTAN,3/13/2013,2/12/2014,50000,2013PI009528,-73.991061,40.755048
2013PI009623,222 BROOKLYN AV,,BROOKLYN,3/8/2013,,,2013PI009623,-73.945001,40.672371
2013PI009160,1070 E NEW YORK AV,,BROOKLYN,1/4/2013,,,2013PI009160,-73.926832,40.665027
2013PI009164,3488 FISH AV,,BRONX,1/15/2013,,,2013PI009164,-73.850061,40.877151
2013PI017636,125-01 QUEENS BL,,QUEENS,4/11/2013,,,2013PI017636,-73.825646,40.712853
2013PI017655,1567 BROADWAY,,MANHATTAN,4/27/2013,,,2013PI017655,-73.98557,40.759425
2013PI011840,9 ST,5 AV,BROOKLYN,2/2/2013,,,2013PI011840,-73.986307,40.66918
2013PI011891,1530 TOWNSEND AV,,BRONX,3/18/2013,12/27/2013,6000,2013PI011891,-73.914457,40.842688
2013PI011892,1530 TOWNSEND AV,,BRONX,3/18/2013,12/27/2013,8500,2013PI011892,-73.914457,40.842688
2013PI013645,563 E TREMONT AV,,BRONX,2/22/2013,,,2013PI013645,-73.894558,40.846704
2013PI005254,15 ALBANY AV,,BROOKLYN,1/24/2013,,,2013PI005254,-73.938126,40.680308
2013PI005752,2362 JEROME AV,,BRONX,2/10/2013,,,2013PI005752,-73.902335,40.860275
2013PI006453,360 DUMONT AV,,BROOKLYN,2/22/2013,,,2013PI006453,-73.907265,40.663599
2013PI006465,72 ST,BWAY,MANHATTAN,2/14/2013,,,2013PI006465,-73.982056,40.778802
2013PI006473,227 CANAL ST,,MANHATTAN,2/20/2013,5/31/2013,5000,2013PI006473,-73.999385,40.717887
2013PI016747,1235 GRANDCONCOURSE,,BRONX,4/29/2013,,,2013PI016747,-73.917321,40.83565
2013PI006226,ARTHUR AV & FORDHAM RD,,BRONX,2/12/2013,12/30/2013,5000,2013PI006226,-73.885137,40.858426
2013PI017089,56-10 BEACH CHANNEL DR,56-16 BEACH CHANNEL DR,QUEENS,5/9/2013,,,2013PI017089,-73.78646,40.596292
2013PI016783,60 ORCHARD ST,,MANHATTAN,6/23/2013,,,2013PI016783,-73.917321,40.83565
2013PI016927,303 E 158 ST,,BRONX,1/31/2013,,,2013PI016927,-73.917217,40.823368
2013PI016936,580 SUTTER AV,APT 4J,BROOKLYN,5/30/2013,,,2013PI016936,-73.897368,40.667892
2013PI017032,E 167 ST,WALTON AV,BRONX,6/18/2013,,,2013PI017032,-73.919458,40.835108
2013PI017994,MORRIS AV & E 162 ST,,BRONX,7/8/2013,,,2013PI017994,-73.91794,40.826524
2013PI007649,428 SHEFFIELD AV,,BROOKLYN,2/9/2013,,,2013PI007649,-73.896062,40.666298
2013PI008592,16-16 HAZEN ST,,BRONX,3/8/2013,6/13/2014,10000,2013PI008592,-73.884211,40.792491
2013PI015011,890 E 6 ST,,MANHATTAN,4/30/2013,,,2013PI015011,-73.976729,40.719449
2013PI006888,LONGWOOD AV,BECK ST,BRONX,2/5/2013,,,2013PI006888,-73.897788,40.817256
2013PI009250,101 KINGSTON AV,,BROOKLYN,3/21/2013,9/5/2013,4500,2013PI009250,-73.94123,40.676536
2013PI010421,755 BARBEY ST,,BROOKLYN,1/26/2013,,,2013PI010421,-73.884524,40.663845
2013PI010656,1479 MACOMBS RD,,BRONX,1/23/2013,,,2013PI010656,-73.918624,40.842867
2013PI015494,93 AV& 175 ST,,QUEENS,4/20/2013,,,2013PI015494,-73.785166,40.706411
2013PI015506,1246 EVERGREEN AV,,BRONX,3/20/2013,,,2013PI015506,-73.881135,40.830066
2013PI015509,JUNCTION BL & ALSTYNE AV,,QUEENS,4/15/2013,2/12/2014,20000,2013PI015509,-73.867494,40.743309
2013PI016317,FOUNTAIN AV & LINDEN BLVD,,BROOKLYN,3/21/2013,6/20/2014,15000,2013PI016317,-73.871824,40.666716
2013PI016375,CASTLE HILL AV,RANDALL AV,BRONX,5/21/2013,,,2013PI016375,-73.848028,40.819024
2013PI016392,2320 HYLAN BL,,STATEN ISLAND,4/1/2013,,,2013PI016392,-74.105496,40.57385
2013PI016602,700 FLATBUSH AV,,BROOKLYN,4/9/2013,,,2013PI016602,-73.960378,40.655958
2013PI009087,4589 PARK AV,,BRONX,1/16/2013,5/28/2014,27500,2013PI009087,-73.894104,40.857314
2013PI010598,PENNSYLVANIA AV,BLAKE AV,BROOKLYN,3/28/2013,,,2013PI010598,-73.894834,40.667843
2013PI010657,3 AV & 108 ST,,MANHATTAN,1/18/2013,,,2013PI010657,-73.943724,40.792881
2013PI008895,52 E 170 ST,,BRONX,1/20/2013,,,2013PI008895,-73.916742,40.839627
2013PI008908,920 FLATBUSH AVE,,BROOKLYN,1/6/2013,,,2013PI008908,-73.9584,40.649079
2013PI013126,895 IRVINE ST,,BRONX,4/10/2013,,,2013PI013126,-73.888915,40.819504
2013PI013138,132 ST,ADAM CLAYTON POWELL BL,MANHATTAN,5/4/2013,,,2013PI013138,-73.945104,40.813396
2013PI011567,129 ST & 7 AV,,MANHATTAN,4/19/2013,,,2013PI011567,-73.946479,40.811517
2013PI011642,368 CHAUNCEY ST,,BROOKLYN,2/21/2013,2/6/2014,5000,2013PI011642,-73.917519,40.681555
2013PI015540,UNION SQUARE W,E 14TH ST,MANHATTAN,5/16/2013,6/10/2014,15000,2013PI015540,-73.991717,40.735222
2013PI015678,510 W 135 ST,,MANHATTAN,5/13/2013,5/8/2014,17500,2013PI015678,-73.953532,40.81915
2013PI006867,1041 FINDLAY AV,APT 4H,BRONX,1/30/2013,,,2013PI006867,-73.914662,40.829374
2013PI006878,153 MARCUS GARVEY BL,,BROOKLYN,2/2/2013,,,2013PI006878,-73.938583,40.693231
2013PI006880,153 MARCUS GARVEY BL,,BROOKLYN,2/2/2013,,,2013PI006880,-73.938583,40.693231
2013PI014790,800 EAST 180 ST,,BRONX,5/14/2013,,,2013PI014790,-73.88539,40.845803
2013PI014821,888 LAFAYETTE AV,,BROOKLYN,3/5/2013,,,2013PI014821,-73.93716,40.691278
2013PI007324,1016 E 225 ST,,BRONX,2/20/2013,,,2013PI007324,-73.85131,40.884643
2013PI007450,NEW LOTS AV,BERRIMAN ST,BROOKLYN,1/12/2013,10/16/2013,17500,2013PI007450,-73.878378,40.668241
2013PI007480,HILLSIDE AV & 126 ST,,QUEENS,1/15/2013,,,2013PI007480,-73.825178,40.703001
2013PI007492,JEROME AV & E 183 ST,,BRONX,3/10/2013,,,2013PI007492,-73.903693,40.858717
2013PI008656,156 ORCHARD ST,160 ORCHARD ST,MANHATTAN,1/10/2013,,,2013PI008656,-73.98858,40.720853
2013PI010955,184 HENDRIX ST,,BROOKLYN,3/29/2013,,,2013PI010955,-73.890943,40.677739
2013PI017791,101 AV & 94 ST,,QUEENS,4/2/2013,10/16/2013,11500,2013PI017791,-73.846785,40.684054
2013PI013700,253 SHERMAN AV,,MANHATTAN,3/10/2013,10/30/2013,1000,2013PI013700,-73.918697,40.865909
2013PI013772,1149 BEACH AV,,BRONX,3/21/2013,,,2013PI013772,-73.866025,40.82916
2013PI014726,LINDEN BL & 192 ST,,QUEENS,4/4/2013,3/21/2014,20000,2013PI014726,-73.759413,40.692479
2013PI014769,2258 AQUEDUCT AV,,BRONX,3/5/2013,1/22/2014,7500,2013PI014769,-73.906866,40.858975
2013PI014873,102-48 184 ST,,QUEENS,3/8/2013,,,2013PI014873,-73.773348,40.705861
2013PI014941,132 E 119 ST,,MANHATTAN,3/14/2013,12/2/2013,12000,2013PI014941,-73.940835,40.800579
2013PI011061,494 CHAUNCEY ST,,BROOKLYN,1/30/2013,,,2013PI011061,-73.91224,40.682155
2013PI006386,RANDALL AV & CASANOVA ST,,BRONX,1/31/2013,,,2013PI006386,-73.889571,40.811666
2013PI017708,85 TOMPKINS AV,,BROOKLYN,6/16/2013,,,2013PI017708,-73.94515,40.696967
2013PI017847,1439 UNIVERSITY AV,,BRONX,4/14/2013,,,2013PI017847,-73.9245,40.84398
2013PI017982,404 MARCUS GARVEY BL,,BROOKLYN,5/19/2013,12/4/2013,4000,2013PI017982,-73.938329,40.683012
2013PI006134,11 BUSH ST,,BROOKLYN,2/20/2013,,,2013PI006134,-74.007933,40.675806
2013PI009878,2322 CROTONA AV,,BRONX,1/18/2013,,,2013PI009878,-73.883958,40.852587
2013PI009908,421 CROWN ST,,BROOKLYN,2/8/2013,,,2013PI009908,-73.94497,40.666242
2013PI009986,2391 HOFFMAN ST,APT 4,BRONX,1/24/2013,,,2013PI009986,-73.888879,40.855926
2013PI010109,556 GATES AV,,BROOKLYN,1/14/2013,,,2013PI010109,-73.943251,40.686838
2013PI012589,138 ST,GRAND CO,BRONX,2/22/2013,,,2013PI012589,-73.929881,40.81305
2013PI012731,445 E 146 ST,,BRONX,2/28/2013,,,2013PI012731,-73.917894,40.813844
2013PI012760,1510 AVE H,,BROOKLYN,3/7/2013,,,2013PI012760,-73.961914,40.629787
2013PI009291,759 BECK ST,,BRONX,1/10/2013,,,2013PI009291,-73.898895,40.81653
2013PI018883,2021 DAVIDSON AV,,BRONX,1/15/2013,4/2/2014,27500,2013PI018883,-73.909267,40.853353
2013PI019144,3 AV & E 156 ST,,BRONX,5/5/2013,2/26/2014,16000,2013PI019144,-73.913066,40.820142
2013PI019169,5 AV,49 ST,MANHATTAN,3/27/2013,,,2013PI019169,-73.977654,40.75792
2013PI028808,CHURCH ST & CHAMBERS ST,,MANHATTAN,8/28/2013,,,2013PI028808,-74.007941,40.714936
2013PI028930,3861 BAYCHESTER AV,3 FL,BRONX,8/19/2013,,,2013PI028930,-73.845149,40.885672
2013PI028997,CLAY AV,E 170 ST,BRONX,10/31/2013,,,2013PI028997,-73.907981,40.837186
2013PI029001,CRESTON AV,183 ST,BRONX,10/25/2013,,,2013PI029001,-73.900939,40.857768
2013PI024701,1005 JEROME AV,,BRONX,7/20/2013,,,2013PI024701,-73.926617,40.831701
2013PI024980,LEXINGTON AV & 118 ST,,MANHATTAN,9/23/2013,4/22/2014,10000,2013PI024980,-73.940666,40.799939
2013PI024985,1195 BOSTON RD,,BRONX,7/7/2013,,,2013PI024985,-73.902748,40.829535
2014PI001867,1955 SEDGWICK AV,,BRONX,12/13/2013,,,2014PI001867,-73.916649,40.855963
2014PI001900,5 AV,FLATBUSH AV,BROOKLYN,12/21/2013,,,2014PI001900,-73.976317,40.682518
2014PI001969,1824 WEEKS AV,,BRONX,11/6/2013,,,2014PI001969,-73.907096,40.847478
2014PI001978,36 HILL ST,,BROOKLYN,10/19/2013,,,2014PI001978,-73.871667,40.678551
2013PI025249,1926 HOLLAND AV,,BRONX,9/14/2013,,,2013PI025249,-73.865191,40.848792
2013PI025253,593 PROSPECT AV,,BRONX,8/27/2013,,,2013PI025253,-73.904321,40.813707
2013PI025428,2081 2 AV,,MANHATTAN,8/24/2013,,,2013PI025428,-73.943064,40.79178
2013PI025923,2015 SOUTHERN BLVD,,BRONX,7/24/2013,,,2013PI025923,-73.885747,40.844222
2014PI002017,830 WASHINGTON AV,,BRONX,12/23/2013,,,2014PI002017,-73.911307,40.82257
2014PI002132,114-06 QUEENS BL,1 FL,QUEENS,11/3/2013,,,2014PI002132,-73.835134,40.716728
2014PI002293,353 CYPRESS AV,,BRONX,2/13/2013,,,2014PI002293,-73.913201,40.808667
2013PI021792,ST NICHOLAS AV & 169 ST,,MANHATTAN,6/11/2013,,,2013PI021792,-73.939335,40.841689
2013PI026055,1757 STORY AV,,BRONX,7/12/2013,,,2013PI026055,-73.865379,40.823739
2013PI026567,622 W 137 ST,,MANHATTAN,8/6/2013,,,2013PI026567,-73.955716,40.821824
2013PI026622,SUTTER AV & UNION ST,,BROOKLYN,9/2/2013,,,2013PI026622,-73.921367,40.665501
2013PI019182,248 W 125 ST,,MANHATTAN,5/2/2013,,,2013PI019182,-73.949927,40.809336
2013PI019409,CARTER AV,E TREMONT AV,BRONX,7/20/2013,,,2013PI019409,-73.901489,40.848118
2013PI019689,668 RIVERDALE AV,,BROOKLYN,7/12/2013,,,2013PI019689,-73.890988,40.66339
2013PI019819,1378 COLLEGE AV,,BRONX,6/19/2013,,,2013PI019819,-73.910594,40.836982
2013PI027117,635 TINTON AV,,BRONX,10/6/2013,,,2013PI027117,-73.905768,40.815075
2013PI018578,LEXINGTON AV,E 111 ST,MANHATTAN,4/10/2013,,,2013PI018578,-73.943949,40.795445
2013PI019850,50 E 104 ST,,MANHATTAN,5/15/2013,,,2013PI019850,-73.95016,40.791361
2013PI019958,TREMONT AV,HUGHES AV,BRONX,4/28/2013,,,2013PI019958,-73.892239,40.845974
2013PI019960,VALENTINE AV,E 194 ST,BRONX,7/24/2013,2/3/2014,26000,2013PI019960,-73.893235,40.865281
2013PI027193,250 W 34 ST,,MANHATTAN,9/6/2013,,,2013PI027193,-73.992375,40.751271
2013PI027254,595 E 170 ST,,BRONX,7/23/2013,,,2013PI027254,-73.9008,40.834663
2014PI013642,3365 BWAY,,MANHATTAN,11/1/2013,,,2014PI013642,-73.954842,40.82113
2013PI018543,2407 BEAUMONT AV,,BRONX,4/17/2013,,,2013PI018543,-73.884562,40.854566
2013PI019575,1239 STANLEY AV,,BROOKLYN,5/31/2013,,,2013PI019575,-73.864059,40.666765
2013PI028152,60 W 142 ST,,MANHATTAN,9/26/2013,,,2013PI028152,-73.936705,40.817427
2013PI028262,1565 HYLAN BL,,STATEN ISLAND,8/2/2013,,,2013PI028262,-74.089111,40.590555
2013PI028400,1762 STORY AV,,BRONX,8/8/2013,,,2013PI028400,-73.865049,40.822253
2013PI028406,2794 VALENTINE AV,,BRONX,8/23/2013,,,2013PI028406,-73.890659,40.868301
2013PI028616,1460 GRAND CO,,BRONX,9/19/2013,,,2013PI028616,-73.912433,40.84023
2013PI028635,2802 OLINVILLE AV,,BRONX,8/7/2013,,,2013PI028635,-73.868039,40.86682
2014PI004696,747 MILLER AV,,BROOKLYN,12/19/2013,,,2014PI004696,-73.887756,40.662388
2014PI004874,E 16 ST,BEVERLY RD,BROOKLYN,12/2/2013,,,2014PI004874,-73.964089,40.644415
2014PI014295,600 GATES AV,APT 5D,BROOKLYN,6/7/2013,,,2014PI014295,-73.9406,40.687135
2013PI018635,E 163 ST & KELLY ST,,BRONX,7/10/2013,,,2013PI018635,-73.895882,40.821001
2013PI018642,E 163 ST & KELLY ST,,BRONX,7/10/2013,,,2013PI018642,-73.895882,40.821001
2013PI018897,1940 WEBSTER AV,,BRONX,6/9/2013,,,2013PI018897,-73.899908,40.848668
2013PI019105,106-45 UNION HALL ST,,QUEENS,4/24/2013,,,2013PI019105,-73.793396,40.698345
2013PI019147,47-10 32 PL,,QUEENS,5/25/2013,,,2013PI019147,-73.933492,40.742617
2013PI019602,2 AV & E 105 ST,,MANHATTAN,7/16/2013,,,2013PI019602,-73.942928,40.789958
2013PI020164,SHERIDAN AV,MCCLELLAN ST,BRONX,7/5/2013,,,2013PI020164,-73.91761,40.832618
2013PI028747,1731 HARRISON AV,APT 2G,BRONX,8/26/2013,,,2013PI028747,-73.914625,40.849827
2013PI029110,1334 LOUIS NINE BL,,BRONX,9/15/2013,,,2013PI029110,-73.892103,40.831776
2013PI029122,172 ST,JAMAICA AV,QUEENS,8/12/2013,,,2013PI029122,-73.787712,40.707675
2013PI029388,646 E 221 ST,,BRONX,10/15/2013,,,2013PI029388,-73.864039,40.885391
2013PI029403,2951 W 8 ST,,BROOKLYN,7/29/2013,,,2013PI029403,-73.975984,40.576157
2014PI004911,140 W 104 ST,,MANHATTAN,11/22/2013,,,2014PI004911,-73.965701,40.797122
2014PI005083,270 E BURNSIDE AV,,BRONX,11/19/2013,,,2014PI005083,-73.902171,40.850973
2014PI005165,960 E 84 ST,,BROOKLYN,11/24/2013,,,2014PI005165,-73.909328,40.636131
2013PI020179,MYRTLE AV,NOSTRAND AV,BROOKLYN,6/8/2013,,,2013PI020179,-73.95249,40.695013
2013PI020582,2025 JEROME AV,,BRONX,7/28/2013,,,2013PI020582,-73.908056,40.853481
2013PI020583,2025 JEROME AV,,BRONX,7/28/2013,,,2013PI020583,-73.908056,40.853481
2013PI020614,250 E 176 ST,,BRONX,6/12/2013,,,2013PI020614,-73.904924,40.847179
2013PI020658,968 ANDERSON AV,APT 2R,BRONX,5/16/2013,,,2013PI020658,-73.927329,40.831534
2013PI020663,PITKIN AV & CHESTER ST,,BROOKLYN,7/18/2013,,,2013PI020663,-73.911666,40.669556
2013PI020657,968 ANDERSON AV,APT 2R,BRONX,5/16/2013,,,2013PI020657,-73.927329,40.831534
2013PI020662,PITKIN AV & CHESTER ST,,BROOKLYN,7/18/2013,,,2013PI020662,-73.911666,40.669556
2013PI020611,4 AV & 33 ST,,BROOKLYN,7/16/2013,,,2013PI020611,-74.002679,40.655998
2013PI029417,471 MACON ST,,BROOKLYN,8/18/2013,,,2013PI029417,-73.933007,40.683234
2013PI029474,UNION ST & RALPH AV,PORTAL ST,BROOKLYN,8/10/2013,,,2013PI029474,-73.922728,40.667373
2013PI029681,SHARPE AV & CASTLETON AV,CHARLES AV,STATEN ISLAND,8/17/2013,,,2013PI029681,-74.137326,40.636104
2014PI005893,18 AVE V,,BROOKLYN,10/3/2013,5/16/2014,12000,2014PI005893,-73.982956,40.592531
2013PI021023,BLAKE AV & THOMAS BOYLAND,,BROOKLYN,5/11/2013,,,2013PI021023,-73.912518,40.665217
2013PI021311,97 E 165 ST,,BRONX,6/21/2013,,,2013PI021311,-73.921796,40.831673
2013PI029850,1172 OGDEN AV,,BRONX,10/22/2013,,,2013PI029850,-73.926665,40.837199
2013PI029964,2069 UNION ST,,BROOKLYN,10/26/2013,,,2013PI029964,-73.921144,40.665769
2013PI030098,215 E 161 ST,,BRONX,10/16/2013,,,2013PI030098,-73.920299,40.826683
2014PI006638,3073 PARK AV,,BRONX,2/3/2013,,,2014PI006638,-73.854458,40.837578
2013PI030162,1414 BERGEN ST,,BROOKLYN,8/24/2013,,,2013PI030162,-73.937507,40.674867
2013PI030558,1398 CLAY AV,,BRONX,11/23/2013,,,2013PI030558,-73.907725,40.836963
2013PI030578,42 ST,8 AV,MANHATTAN,10/17/2013,,,2013PI030578,-73.989794,40.757241
2014PI008166,263 TOMPKINS AV,,BROOKLYN,12/19/2013,,,2014PI008166,-73.944529,40.688872
2013PI021583,665 JEFFERSON PL,,BRONX,7/3/2013,,,2013PI021583,-73.898757,40.833237
2013PI021779,357 9 ST,APT C603,BROOKLYN,5/31/2013,,,2013PI021779,-73.984378,40.668551
2013PI022039,976 LEGGETT AV,APT 4B,BRONX,5/23/2013,,,2013PI022039,-73.900335,40.814796
2013PI022053,976 LEGGETT AV,APT 4B,BRONX,5/23/2013,,,2013PI022053,-73.900335,40.814796
2013PI022058,976 LEGGETT AV,APT 4B,BRONX,5/23/2013,,,2013PI022058,-73.900335,40.814796
2013PI031363,1458 WEBSTER AV,,BRONX,11/11/2013,,,2013PI031363,-73.906026,40.837066
2013PI022292,PARK AV & 84 ST,,MANHATTAN,5/26/2013,,,2013PI022292,-73.958168,40.77887
2013PI022313,2030 E 177 ST,,BRONX,8/16/2013,,,2013PI022313,-73.856044,40.831465
2013PI031467,INTERVALE AV,FOX ST,BRONX,9/18/2013,,,2013PI031467,-73.893834,40.829678
2013PI031486,JAMAICA AV & 164 ST,,QUEENS,10/10/2013,,,2013PI031486,-73.795691,40.705156
2014PI009184,1415 UTICA AV,,BROOKLYN,12/16/2013,,,2014PI009184,-73.928566,40.638005
2013PI022410,1209 ELDER AV,,BRONX,5/28/2013,,,2013PI022410,-73.879572,40.829027
2013PI022469,SO CONDUIT AV,226 ST,QUEENS,6/12/2013,,,2013PI022469,-73.751368,40.665495
2013PI022582,5 AV & 72 ST,,BROOKLYN,5/30/2013,,,2013PI022582,-74.021737,40.631696
2013PI022795,E BURNSIDE AV,MORRIS AV,BRONX,7/16/2013,,,2013PI022795,-73.905602,40.853158
2013PI023086,405 WILLIAMS AV,,BROOKLYN,7/3/2013,,,2013PI023086,-73.897825,40.666097
2013PI023175,E 93 ST,SEAVIEW AV,BROOKLYN,8/4/2013,,,2013PI023175,-73.892772,40.631818
2013PI031925,670 ADEE AV,,BRONX,10/3/2013,,,2013PI031925,-73.868899,40.868808
2013PI031926,540 E 169 ST,,BRONX,10/26/2013,6/24/2014,15000,2013PI031926,-73.904758,40.831976
2013PI031929,35 E 106 ST,,MANHATTAN,12/3/2013,,,2013PI031929,-73.950021,40.794301
2013PI031930,126 ST,BWAY,MANHATTAN,10/5/2013,,,2013PI031930,-73.957833,40.816327
2013PI031937,64-08 136 ST,,QUEENS,9/14/2013,,,2013PI031937,-73.83088,40.738557
2013PI023177,560 LENOX AV,,MANHATTAN,6/26/2013,,,2013PI023177,-73.938202,40.816072
2013PI023186,JERSEY ST,TAFT AV,STATEN ISLAND,6/2/2013,,,2013PI023186,-74.08702,40.640621
2013PI023576,1288 SAINT JOHNS PL,,BROOKLYN,8/1/2013,,,2013PI023576,-73.935547,40.670541
2013PI023578,DAVIDSON AV & W 183 ST,,BRONX,6/13/2013,,,2013PI023578,-73.904871,40.858702
2013PI032511,96 VAN NAME AV,,STATEN ISLAND,9/17/2013,,,2013PI032511,-74.153489,40.634338
2013PI023788,180 ST,WEBSTER AV,BRONX,6/8/2013,,,2013PI023788,-73.898106,40.852317
2014PI000553,1545 FULTON AV,,BRONX,10/12/2013,,,2014PI000553,-73.900966,40.837501
2013PI024120,1240 STRATFORD AV,,BRONX,6/20/2013,,,2013PI024120,-73.875508,40.830494
2013PI024334,239 E 181 ST,,BRONX,6/26/2013,,,2013PI024334,-73.900481,40.854567
2013PI024516,2323 DAVIDSON AV,,BRONX,6/23/2013,,,2013PI024516,-73.904487,40.859588
2013PI024521,605 156 ST,,MANHATTAN,7/31/2013,,,2013PI024521,-73.946146,40.834029
2014PI000870,851 JACKSON AV,,BRONX,10/25/2013,,,2014PI000870,-73.906088,40.821202
2014PI000873,ORCHARD ST,CANAL ST,MANHATTAN,10/28/2013,,,2014PI000873,-73.991892,40.714906
2014PI010633,KELLY ST & INTERVALE AV,,BRONX,11/8/2013,,,2014PI010633,-73.896223,40.827177
2013PI027000,1151 ELDER AV,,BRONX,9/19/2013,,,2013PI027000,-73.879207,40.827476
2013PI027039,14 MOTHER GASTON,,BROOKLYN,10/1/2013,,,2013PI027039,-73.908974,40.681598
2013PI027125,259 E 182 ST,,BRONX,8/6/2013,,,2013PI027125,-73.899348,40.855722
2013PI027132,155 LINDEN BLVD,,BROOKLYN,9/8/2013,,,2013PI027132,-73.953154,40.652999
2013PI027529,2100 BEEKMAN PL,,BROOKLYN,7/22/2013,,,2013PI027529,-73.961428,40.659773
2013PI027995,MERMAID AV & W  21 ST,,BROOKLYN,10/10/2013,,,2013PI027995,-73.987957,40.576283
2013PI028626,CYPRESS AV,CYPRESS HILLS ST,QUEENS,8/8/2013,,,2013PI028626,-73.882679,40.692325
2013PI028653,759 E 105 ST,#2B,BROOKLYN,8/21/2013,,,2013PI028653,-73.89446,40.64898
2013PI028675,674 NEW JERSEY AV,,BROOKLYN,8/15/2013,,,2013PI028675,-73.892752,40.662595
2013PI028682,778 UNION AV,,BRONX,10/26/2013,,,2013PI028682,-73.903187,40.818367
2014PI005946,211 E TREMONT AV,,BRONX,9/19/2013,,,2014PI005946,-73.905166,40.849353
2014PI006215,UNDERHILL AV,RANDALL AV,BRONX,12/1/2013,,,2014PI006215,-73.859199,40.81752
2013PI018908,134-15 166 PL,,QUEENS,6/21/2013,,,2013PI018908,-73.772542,40.675705
2013PI028971,1821 DAVIDSON AV,,BRONX,10/29/2013,,,2013PI028971,-73.912077,40.849974
2013PI029481,88-49 PITKIN AV,,QUEENS,6/6/2013,,,2013PI029481,-73.846611,40.67366
2014PI006941,AVE OF THE AMERICAS,W BWAY,MANHATTAN,7/11/2013,,,2014PI006941,-74.005211,40.720637
2014PI018298,155-29 LINDEN BLVD,,QUEENS,11/10/2013,,,2014PI018298,-73.791161,40.687738
2013PI018241,167 E 124 ST,,MANHATTAN,6/1/2013,,,2013PI018241,-73.936971,40.803544
2013PI020588,1800 DAVIDSON AV,,BRONX,5/11/2013,,,2013PI020588,-73.91211,40.849202
2013PI021125,3073 PARK AV,,BRONX,5/16/2013,,,2013PI021125,-74.022575,40.617212
2013PI029809,87TH ST & ROOSEVELT AV,,QUEENS,7/3/2013,,,2013PI029809,-73.879278,40.748131
2013PI029815,2780 UNIVERSITY AV,,BRONX,9/11/2013,,,2013PI029815,-73.898978,40.870825
2013PI030100,HOLLAND AV,BENJAMIN PL,STATEN ISLAND,8/25/2013,,,2013PI030100,-74.17122,40.637444
2013PI030180,WHIPPLE ST,FLUSHING AV,BROOKLYN,8/24/2013,,,2013PI030180,-73.946316,40.700223
2013PI030211,501 MADISON ST,,BROOKLYN,8/26/2013,,,2013PI030211,-73.937446,40.68647
2014PI007766,AUDUBON AV & 175 ST,176 ST,MANHATTAN,7/18/2013,,,2014PI007766,-73.935182,40.844854
2014PI007805,265 E 161 ST,,BRONX,12/11/2013,,,2014PI007805,-73.918725,40.82568
2013PI018659,506 LENOX AV,,MANHATTAN,4/24/2013,,,2013PI018659,-73.939772,40.814135
2013PI018700,640 E 137 ST,,BRONX,7/5/2013,,,2013PI018700,-73.916915,40.805107
2013PI019931,10 STRATFORD RD,APT 5G,BROOKLYN,7/20/2013,,,2013PI019931,-73.969943,40.648391
2013PI020672,110-10 ROCKAWAY BL,,QUEENS,6/12/2013,,,2013PI020672,-73.828723,40.677675
2013PI019959,151 W 34 ST,,MANHATTAN,6/8/2013,,,2013PI019959,-73.989167,40.750853
2013PI020714,3560 BIVONA ST,,BRONX,5/10/2013,,,2013PI020714,-73.832169,40.882874
